134.2595, 284.2211
136.1880, 294.5485
138.1165, 304.3281
140.0449, 312.2197
141.9734, 316.9238
143.9019, 318.6268
145.8303, 321.3646
147.7588, 325.1917
149.6873, 329.9661
151.6157, 336.0816
153.5442, 346.0626
155.4727, 352.8954
157.4011, 353.7893
159.3296, 343.9189
161.2581, 338.8442
163.1865, 342.3470
165.1150, 350.3336
167.0435, 355.5829
168.9719, 355.7729
170.9004, 354.4906
172.8289, 352.9464
174.7573, 350.1574
176.6858, 348.7292
178.6143, 349.8660
180.5427, 352.8815
182.4712, 355.5243
184.3997, 357.5385
186.3281, 359.1823
188.2566, 360.6633
190.1851, 362.1876
192.1135, 363.4445
194.0420, 362.6620
195.9705, 357.9520
197.8989, 361.5861
199.8274, 374.8904
201.7559, 395.7221
203.6843, 419.4876
205.6128, 442.1844
207.5413, 473.9576
209.4697, 512.5724
211.3982, 542.1683
213.3267, 618.1472
215.2551, 757.3917
217.1836, 943.6027
219.1121, 1145.961
221.0405, 1449.524
222.9690, 1693.099
224.8975, 1797.014
226.8259, 1716.686
228.7544, 1591.926
230.6829, 1378.369
232.6113, 1117.996
234.5398, 946.0895
236.4683, 911.4210
238.3967, 939.2815
240.3252, 1012.005
242.2537, 1160.946
244.1821, 1261.743
246.1106, 1274.766
248.0391, 1205.918
249.9675, 1105.692
251.8960, 935.1245
253.8245, 759.4193
255.7529, 632.5630
257.6814, 561.1241
259.6099, 512.4413
261.5384, 477.6786
263.4668, 457.7728
265.3953, 444.6790
267.3238, 439.3778
269.2522, 440.0200
271.1807, 443.7198
273.1092, 448.7446
275.0376, 460.5129
276.9661, 479.5461
278.8946, 506.6568
280.8230, 540.9948
282.7515, 582.6096
284.6800, 631.8876
286.6084, 689.2081
288.5369, 767.0193
290.4654, 836.1709
292.3938, 896.0743
294.3223, 946.5275
296.2508, 964.0927
298.1792, 931.0284
300.1077, 868.6339
302.0362, 799.8462
303.9646, 707.6108
305.8931, 626.2758
307.8216, 565.2859
309.7500, 524.9639
311.6785, 491.5851
313.6070, 465.5493
315.5354, 445.6145
317.4639, 431.0840
319.3924, 426.6938
321.3208, 423.1879
323.2493, 418.7612
325.1778, 413.5883
327.1062, 409.6328
329.0347, 408.4996
330.9632, 408.3580
332.8916, 407.6383
334.8201, 404.7346
336.7486, 403.1489
338.6770, 404.7211
340.6055, 408.8297
342.5340, 411.5941
344.4624, 409.9320
346.3909, 407.7903
348.3194, 408.7433
350.2478, 415.7192
352.1763, 421.4703
354.1048, 422.7452
356.0332, 420.7845
357.9617, 421.5663
359.8902, 428.4085
361.8186, 436.7018
363.7471, 443.0289
365.6756, 445.5777
367.6040, 450.2357
369.5325, 459.7608
371.4610, 472.8434
373.3894, 485.4504
375.3179, 494.8665
377.2464, 505.4626
379.1748, 519.4548
381.1033, 536.1753
383.0318, 557.3311
384.9602, 579.7681
386.8887, 606.1436
388.8172, 647.9216
390.7456, 700.8710
392.6741, 772.3571
394.6026, 864.9675
396.5310, 975.6573
398.4595, 1118.214
400.3880, 1321.152
402.3164, 1552.884
404.2449, 1771.927
406.1734, 2036.478
408.1018, 2230.663
410.0303, 2317.928
411.9588, 2302.602
413.8872, 2209.374
415.8157, 1974.907
417.7442, 1691.267
419.6726, 1434.833
421.6011, 1192.563
423.5296, 992.1352
425.4580, 850.1467
427.3865, 758.2514
429.3150, 685.2894
431.2434, 638.3912
433.1719, 603.5865
435.1004, 574.1191
437.0288, 552.4155
438.9573, 533.3435
440.8858, 517.8961
442.8142, 505.2308
444.7427, 493.3615
446.6712, 480.8551
448.5996, 471.1896
450.5281, 466.3021
452.4566, 468.2511
454.3850, 468.6860
456.3135, 466.0491
458.2420, 462.7471
460.1705, 460.9813
462.0989, 461.2998
464.0274, 462.2427
465.9559, 462.3210
467.8843, 461.8441
469.8128, 465.1193
471.7413, 473.7945
473.6697, 484.6477
475.5982, 496.0351
477.5267, 507.9413
479.4551, 520.2764
481.3836, 530.1124
483.3121, 540.6176
485.2405, 558.6097
487.1690, 581.1310
489.0975, 613.5076
491.0259, 663.5256
492.9544, 729.8868
494.8829, 788.2134
496.8113, 841.3517
498.7398, 883.2124
500.6683, 907.1115
502.5967, 912.3687
504.5252, 904.1559
506.4537, 876.1983
508.3821, 834.8259
510.3106, 792.4771
512.2391, 743.8989
514.1675, 699.6526
516.0960, 664.0910
518.0245, 638.4661
519.9529, 613.9604
521.8814, 587.5525
523.8099, 564.5613
525.7383, 548.9518
527.6668, 544.3975
529.5953, 541.5225
